id,user_id,role,feature,benefit,application_domain,application_domain_other,tags,created_at,show_other,duplicate_of
661,111,"home occupant","built in smoke detector and carbon monoxide detector with alarms","I know if something is in the air it will alert me",Safety,,"detector, smoke, carbon monoxide, alarm","2015-12-27 15:49:35",1,0
663,106,"home occupant","Automated cookers/crock pots","I can control various appliances and therefore the food I make while I'm not at home using a smartphone app",Other,Convenience,"cooking, kitchen ","2015-12-27 15:50:03",1,0
664,109,"home occupant","to be able to set the temperature of my shower water.","I can have it hotter or colder.",Energy,comfort,"comfort,  voice activated, water","2015-12-27 15:50:13",1,0
665,117,cook,"a notification via my phone/smart watch letting me know when my food is ready","I can concentrate on other things and keep the food from burning or cooking to long.",Other,Convenience,"cooking, notification, oven, timer","2015-12-27 15:50:49",1,0
666,111,"home occupant","sensors that tell me if someone or something leaves my house","I know if my kids are going outside if I am in another room",Safety,,"kids, outdoors, safety sensor","2015-12-27 15:50:49",1,0
667,115,"home owner","monitor packages left on my front porch/doorstep","I know if they have been taken by someone other than myself, and if so, by whom.",Safety,,security,"2015-12-27 15:51:14",1,0
668,106,"home occupant","Smart Beds","I can have improve my sleep quality because of a smart bed that is able to track breathing, heart rate, movement, etc ",Health,Convenience,"bed ,sleep","2015-12-27 15:51:18",1,0
669,109,"car owner","to be able to start my car from inside the house.","it can warm up in winter time.",Health,safety,"safety, comfort, cold weather","2015-12-27 15:52:11",1,0
670,108,"home owner","I want my smart home to sync with my phone such that if I am in danger the police can be notified","I don't need to use my phone to call the police",Safety,,"police, cell phone","2015-12-27 15:52:15",1,0
671,117,"home owner","my air conditioning unit to purify the air in my home and report the air quality","I can ensure my family is breathing healthy air",Health,,"filter, air quality, health","2015-12-27 15:52:23",1,0
672,111,"home occupant","an oven that comes on at a certain time","I can place my food in the oven and it'll be ready when I get home",Other,cooking,"oven, ready to eat","2015-12-27 15:52:26",1,0
673,122,"home owner","my house to alert me by text if motion inside is detected while I'm gone","I can alert authorities to intruders",Safety,,"Security, home intrusion","2015-12-27 15:52:33",1,0
674,122,parent,"to receive a text if the fridge is opened","I can monitor what my kids are eating.",Health,,"Food, fridge, children","2015-12-27 15:52:54",1,0
675,122,"home owner","my phone to alert me if carbon monoxide levels are outside of the normal range","I can ensure that everyone in the house evacuates and is safe.",Safety,,"carbon monoxide","2015-12-27 15:53:13",1,0
676,115,parent,"an alert that lets me know when my wi-fi or home internet is accessed","I can monitor who is accessing these, when and for what purpose",Safety,,"security, safety","2015-12-27 15:53:15",1,0
677,120,"home occupant","my television to turn on my favorite shows when I walk in the room","I can proceed with my morning routine",Entertainment,,television,"2015-12-27 15:53:26",1,0
678,122,"home owner","to be alerted if I've gone over an energy usage threshold for heating or A/C","I can make adjustments to save money and energy",Energy,,"heating, air conditioning","2015-12-27 15:53:38",1,0
679,111,"home occupant","a freezer that has an alarm that goes off if the power isn't working","I will know in time to save my stuff",Energy,,"freezer, alarm, no power","2015-12-27 15:53:39",1,0
680,108,"home owner","my music player to work in conjunction with the lights","to set the mood for when I am entertaining",Entertainment,,"music, mood, lighting","2015-12-27 15:53:42",1,0
682,109,parent,"an alert when my child is getting close to the oven or places they shouldn't be.","I can keep them safe.",Safety,health,"child safety, health, alert","2015-12-27 15:54:02",1,0
683,122,"home owner","to receive a preliminary text about the smoke detector before it actually goes off","I can ensure that it isn't just because I'm cooking something in the kitchen",Safety,,"smoke detector, cooking","2015-12-27 15:54:12",1,0
684,117,wife,"my laundry machine to alert me via phone notification when the cycle is complete","I can use my time to concentrate on other chores and maximize the laundry I can do.",Other,Convenience,"alert, laundry, washer, notification","2015-12-27 15:54:22",1,0
685,111,"home occupant","a closet that straightens up the coats as we throw them in there","It is more tidy",Entertainment,,"closet, coats, ","2015-12-27 15:54:36",1,0
686,122,"home owner","to receive an alert if I've left the oven or stove on after I've finished cooking","I can make sure that nobody gets burned and so I can save money on energy.",Safety,Energy,"oven, stove","2015-12-27 15:54:43",1,0
687,115,nanny,"to access emergency contacts at the touch of a button, even away from the home","I can save time in case of an emergency",Safety,,"safety, emergency ","2015-12-27 15:54:55",1,0
688,117,wife,"my dryer to alert me via phone notification when my dryer has completed","I can use my time to concentrate on other chores and maximize the laundry I can do.",Other,Convenience,"dryer, laundry, alert","2015-12-27 15:55:36",1,0
689,109,parent,"an alert when my teenager comes home at night.","I know they are safe.",Safety,security,"alert, home safe,teenager","2015-12-27 15:55:45",1,0
690,115,"home occupant","an alert that lets me know when the refrigerator is left open","I can save energy",Energy,,"energy saving","2015-12-27 15:55:51",1,0
691,119,"home owner","to control the temperature of my water heater","I can save energy costs.",Energy,,"save energy, water heater thermostat","2015-12-27 15:55:52",1,0
692,122,"home owner","to receive an alert if it's going to rain and I have a door or window open in my home","I can close the door or window and keep things from getting wet.",Safety,,"Weather, doors, windows","2015-12-27 15:55:54",1,0
694,122,"home owner","to be alerted if the water from the faucet contains too many minerals or impurities","I can get it fixed or begin to filter my water from the tap",Health,,"Water, filtration","2015-12-27 15:56:25",1,0
695,117,"home owner","to be able to turn on the lights in my house when I am not home","I can make it appear that someone is home.",Safety,,"safety, lights, anti-theft","2015-12-27 15:56:37",1,0
696,108,parent,"my smart home to open for my latchkey kid after school via voice command","my son doesn't have to carry a key",Safety,,"key, parent, children, voice command","2015-12-27 15:56:47",1,0
697,115,"home occupant","the heat to automatically adjust when people enter or exit a room","I can save energy",Energy,,"energy saving, cost efficiency","2015-12-27 15:56:50",1,0
698,120,"home occupant","bath water temperature to be automatically set to warm ","I do not have a cold shower or burn myself",Safety,Hygiene,"bath, shower, water","2015-12-27 15:56:56",1,0
699,119,"home owner","cameras throughout the home","I can observe who is present before I enter",Safety,,"security, remote viewing","2015-12-27 15:57:02",1,0
700,122,"home owner","to be alerted if the fridge and freezer temperatures go outside of a certain range","I can ensure my food isn't going bad due to high temperatures or being frozen due to low ones.",Health,,"Fridge, temperatures, food","2015-12-27 15:57:06",1,0
701,114,"home owner","a showerhead that alerts me when I use more than an amount predetermined by me","I can save on my utilities and conserve water",Energy,,shower,"2015-12-27 15:57:40",1,0
702,122,"home owner","to receive an alert if motion is detected on my driveway or front doorstep","I can know that I have visitors and not miss deliveries or packages",Safety,,"visitors, guests, deliveries","2015-12-27 15:58:00",1,0
703,117,"home owner","to be able to receive a notification via my smart watch/phone when someone or a vehicle enters the driveway","i can know when someone is outside",Safety,,"notification, visitors, safety","2015-12-27 15:58:01",1,0
704,108,parent,"my smart home to limit my son's internet and video game usage","he doesn't overdo it with the electronics and can spend his time more wisely / go to be at a reasonable hour",Health,,"children, video games, internet, electronics","2015-12-27 15:58:19",1,0
705,109,"home owner","an alert automatic locks on the doors","they could all be locked at once.",Safety,security,"locks, safe, doors","2015-12-27 15:58:24",1,0
706,115,"home occupant","an alert that lets me know when I've left the oven on when not in use","I can prevent a fire and save energy",Safety,,"safety, energy saving","2015-12-27 15:58:29",1,0
707,115,"pet owner","an alert that lets me know when electric wires are chewed/exposed","I can prevent a fire and/or other danger",Safety,,"safety, pets","2015-12-27 15:59:27",1,0
708,117,"home occupant","TV to turn on when i enter the room and to use voice commands to control it","I can easily relax",Entertainment,,"voice command, TV, auto","2015-12-27 15:59:35",1,0
709,119,"home occupant","self retracting sky lights","sunlight can help to heat the home or prevent it from entering to keep it cool",Energy,,"skylights, sunlight, shading","2015-12-27 16:00:10",1,0
710,114,"home owner","doors that lock automatically in the evening","I don't ever forget to lock them before bed",Safety,,"doors, locks","2015-12-27 16:00:36",1,0
711,108,"home owner","my smart home's windows to darken in response to the amount of outdoor light","I save money on my heating/electric bill",Energy,,"lighting, heating, electricity","2015-12-27 16:01:23",1,0
712,120,"home occupant","automatic lighting","I don't have to always remember to shut lights off when I leave a room",Energy,,"light, automatic","2015-12-27 16:01:38",1,0
713,114,"home owner","a central heat and air system that knows the weather outside and adjusts itself accordingly","I can save money and enjoy more comfortable inside temperatures.",Energy,,"weather, heat, air","2015-12-27 16:02:40",1,0
714,120,"home owner","voice activated virtual assistant","I can get up to date on news,weather, and sports without checking television or social media.",Entertainment,,"assistant, virtual, voice","2015-12-27 16:03:11",1,0
715,119,"home occupant","water usuage detection","I can see if any major changes occur.",Energy,,"water usage, monitor usage","2015-12-27 16:03:34",1,0
716,120,"home occupant","automatic window defrosters","I can see outside when there is bad weather.",Safety,,"weather, defrost, window","2015-12-27 16:03:58",1,0
717,123,"home owner","my smart home to ring a bell at meal times","I don't have to call each and every person separetely",Other,Convenience,"alarm clock, reminder","2015-12-27 16:04:00",1,0
718,123,"home owner","an app that lets me manage my AC/Heater","I can turn it off and on even if I am outside.",Energy,,"Energy saving","2015-12-27 16:04:25",1,0
719,114,"home owner","music that automatically plays when in the shower","I always have good tunes to listen to while getting clean",Entertainment,,"music, shower","2015-12-27 16:04:51",1,0
720,119,"home occupant","retracting blinds","my energy usage is reduced",Energy,,"retracting blinds, maximizing renewable resources","2015-12-27 16:05:02",1,0
721,123,"home owner","an app that lets me manage my stove/gas","I can turn it off and on even if I am outside.",Safety,,Stove/gas,"2015-12-27 16:05:05",1,0
722,119,"home occupant","my gate to know who's entering","I can be aware that I know them.",Safety,,"home security, preventing surprise","2015-12-27 16:06:03",1,0
724,123,parent,"a TV that locks itself after it's kids bed time","they can't turn it on even if they try.",Entertainment,,"Automatic TV","2015-12-27 16:06:19",1,0
725,114,"home owner","automatic lights","I never have to mess with light switches again. (and save energy in the process)",Energy,,"automatic lights","2015-12-27 16:06:28",1,0
726,123,"health conscious person","an app that rings when my vitamins are due","I don't miss them.",Health,,"alarm clock, reminder","2015-12-27 16:06:47",1,0
727,120,"home occupant","automatic floor warming","feet don't get cold ",Health,,"floor, warm, automatic","2015-12-27 16:06:59",1,0
728,123,"music lover","an app that can sense my mood","I don't have to change songs, rather it plays songs according to my mood automatically",Entertainment,,"Moods, skipping songs","2015-12-27 16:07:24",1,0
729,123,"home owner","tiles that absorb the water in washrooms after shower","it is safe to walk in the washroom after taking shower and I don't have to dry it manually.",Safety,,"Absorbing, washroom","2015-12-27 16:08:00",1,0
730,123,"home owner","tiles that can sense water","so that I can clean the water right away and no one slips.",Safety,,"Tile sensors","2015-12-27 16:08:22",1,0
731,120,"home occupant","fingerprint scanner for front door","I don't need keys, and to keep burglars away.",Safety,,"finerprint, scanner, door","2015-12-27 16:09:26",1,0
732,114,"home owner","a refrigerator that tracks how long milk has been inside","I never have to drink sour milk again",Health,,"milk, refrigerator","2015-12-27 16:09:40",1,0
733,123,"home owner","lights that starts fading out and then finally turn off if I fall asleep","energy is saved and they are not on till morning.",Energy,,Saving,"2015-12-27 16:10:23",1,0
734,114,"home owner","a toilet that senses how much to flush and automatically does that","I touch the toilet less and save energy by appropriate flushing",Energy,Health,toilet,"2015-12-27 16:11:11",1,0
735,120,"home occupant","automatic blind shut","I won't have to get up to shut blinds and people can't see inside",Safety,,"window blinds, automatic","2015-12-27 16:11:15",1,0
736,114,"home owner","speakers throughout the house that sense which room I'm in and play in the appropriate room","I can have music wherever I go",Entertainment,,"music, speakers","2015-12-27 16:12:15",1,0
737,123,parent,"carpets that can sense when my kid is about to fall","so that he/she doesn't fall on ground rather a carpet appears and he doesn't get hurt.",Safety,,"Safty carpets","2015-12-27 16:12:34",1,0
738,119,"home occupant","temperature control in each room","unused rooms aren't wasting energy",Energy,,"individual control, energy conservation","2015-12-27 16:13:31",1,0
739,120,"home occupant","solar panels to power the whole house","I can save more money on electrical bills",Energy,,"solar, energy, save","2015-12-27 16:14:17",1,0
740,114,"home owner","a door lock that can have temporary access codes added that I can share with others","I don't have to lend someone a spare key and the code will expire after a certain amount of time so I can revoke access",Safety,,"door, security","2015-12-27 16:14:45",1,0
741,120,parent,"automatic sanitized door knobs and faucets","is one less way to get sick",Health,,"sanitize, clean","2015-12-27 16:16:16",1,0
742,114,"home owner","a refrigerator that lets you speak a grocery list and automatically transcribes the items and emails them","you never forget the little things at the store again",Other,Productivity,,"2015-12-27 16:16:47",1,0
743,119,"home occupant","an alert system","I can be reminded when my favorite shows are on.",Entertainment,,"stay on top of shows, don't miss a thing","2015-12-27 16:17:16",1,0
744,119,"home occupant",sensors,"they know where I am in the home and can move music as I move.",Entertainment,,"keeping entertained, home theater","2015-12-27 16:20:31",1,0
745,119,"home occupant","the lights to turn on when i enter and off when i leave a room","energy is not wasted",Energy,,"reduce energy, smart home","2015-12-27 16:21:46",1,0
746,126,host,"my smart home to identify party guests at the door before I open it","can welcome them in a personalized manner.",Entertainment,,,"2015-12-27 17:32:42",1,0
747,126,"pet owner","my smart home to block off areas of my house from pet access at specific times of the day","I can sleep peacefully without my cats pawing at me",Health,,,"2015-12-27 17:34:12",1,0
748,126,cook,"my smart home to keep track of the quantity of specific ingredients I have","I may be alerted to potential shortages before making a dish",Health,,,"2015-12-27 17:35:33",1,0
749,126,"busy cook","my smart home to be able to order food items I commonly use when I am running short","I don't have to worry about running out of butter or flour or other pantry items",Health,,,"2015-12-27 17:36:40",1,0
750,126,"pet owner","my smart home to regularly track the weight of my animals with a scale hidden at the cat flap","I may be alerted to significant changes in my animal's weight, which could suggest health issues.",Health,"pet health",,"2015-12-27 17:38:42",1,0
751,126,"pet owner","my smart home to verify the identify of my pets before letting them in","I don't have to worry about stray animals entering through the cat flap/door",Safety,,,"2015-12-27 17:39:37",1,0
752,126,"person who wants to diet","my smart home to track what items I am removing from the pantry and fridge","I can be more informed of my current food intake",Health,,,"2015-12-27 17:43:49",1,0
753,126,"busy person","a keyless entry system","I don't have to spend time fiddling with the keys to my home",Safety,,,"2015-12-27 17:44:56",1,0
754,126,"home owner","the ability to track humidity levels in each room of my house","I can take preventative measures against mold growth in areas where mold risk is high",Health,,,"2015-12-27 17:46:02",1,0
755,126,host,"my smart home to keep track of my guests favorite foods","I can be a better host by offering these foods again or similar ones",Entertainment,,,"2015-12-27 17:47:21",1,0
756,128,renter,"my smart home to monitor my utility usage and costs.","That I can stay on budget for the month.",Energy,Budget,Budgeting,"2015-12-27 17:51:26",1,0
757,128,"person who cooks.","my smart home to notify me immediately if I leave the house without turning off the oven or leave food in too long.","I can stay safe and not waste money on burnt food.",Safety,,Cooking,"2015-12-27 17:53:09",1,0
758,128,"person who invites people over.","my smart home to have voice recognition features that allow me to voice active TVs and music.","I can entertain my guests more easily.",Entertainment,,Parties,"2015-12-27 17:54:29",1,0
759,128,"pet owner","a smart home that notifies me if my pet sneaks out of the house.","so that I can make sure they don't wander away and get lost.",Safety,Pets,Pets,"2015-12-27 17:55:34",1,0
760,128,"pet owner","my smart home to notify me when food and water levels in my pets dishes are low.","I can track how much my pets are eating and always make sure I don't leave them without food.",Health,Pets,Pets,"2015-12-27 17:56:43",1,0
761,128,"home owner","I want lights to come on automatically when I am in my backyard or on my deck.","I can more easily enjoy these features of my home.",Other,"Outdoor usage","Outdoor usage","2015-12-27 17:58:18",1,0
762,128,"person concerned about the environment.","my smart home to track my energy usage by the specific environmental impact my different utilities have.","I can more efficiently conserve my energy usage in the most beneficial way.",Energy,,"Environment ","2015-12-27 17:59:19",1,0
763,128,"person with allergies.","my smart home to track different allergens in the air including part hair and dust particles.","I can know better when I need to be mare careful about my allergies and those of my guests.",Health,,Allergies,"2015-12-27 18:00:10",1,0
764,128,"new parent.","my smart home to track when different baby gates have been opened.","no one accidentally leaves access to the stairs open for my child. ",Safety,,"Infant Saftey","2015-12-27 18:01:14",1,0
765,128,"person with roommates.","my smart home to track how much in utilities each occupant uses.","we can know how to divide costs of utilities more fairly. ",Energy,Roommates,"Roommates, Utilities, Energy","2015-12-27 18:02:23",1,0
766,129,"runner obsessed with nutrition","my kitchen table to tell what to cook for dinner based on my running schedule and what I have on the fridge, and then show me how to cook it","I can save time from going through my fridge and trawling the internet for recipes, thus saving me time.",Health,,"kitchen meals nutrtion","2015-12-27 19:44:09",1,0
767,129,"home occupant","my plants to tell me if they need watering","I will water them",Health,,plant,"2015-12-27 19:47:55",1,0
768,129,"home occupant","my thermostat to detect my body temperature and location in the room","it will heat or cool the room where I am and not the entire house",Energy,,hvac,"2015-12-27 19:50:09",1,0
769,129,"home occupant","my bed to detect my sleep patterns","so that it knows when to wake me up based on the quality of my sleep",Health,,"sleep bed","2015-12-27 19:51:39",1,0
770,129,parent,"my family portraits in the living room to be interactive","so that they tell me whether my kids have safely arrived at school or somewhere they should be",Safety,,kids,"2015-12-27 19:53:10",1,0
771,129,"stock investor","an orb lamp that glows the daily ups and downs of my portfolio","so that I can know in simplest visual terms the swings in my stocks, should I want to",Entertainment,,finance,"2015-12-27 19:55:48",1,0
772,130,"grandmother who takes care of a 12-year old grandson","my smart home to notify me via my smart phone and shows me his picture when he opens the front door","I know that he gets home safely from school.",Safety,,Grandson,"2015-12-27 19:56:08",1,0
773,129,"tv viewer","my tv to determine my mood based on my emails, text, social media postings and phone calls, and day of the month and other factors","so that it can recommend a mood-appropriate show for me",Entertainment,,tv,"2015-12-27 19:58:17",1,0
774,130,"home occupant","my pet feeder to let me know when the container is empty","I can refill.",Health,Pets,"Pet Feeder","2015-12-27 20:00:59",1,0
775,129,"home occupant","my entire house to detect subtle hints of psychological abnormalities, whether depression or unknown genetic defects, that get express through small but still perceptible physical irregular movements","my primary care physician is alerted very early",Health,,psychiatry,"2015-12-27 20:02:38",1,0
776,130,"home occupant","a smart home to send me a text via my smart phone when it is time to change ac and heater's filters","I can change them on a timely manner.",Other,"Home Maintenance","AC and Heater","2015-12-27 20:05:41",1,0
777,129,"home occupant","my house to archive where everything is located","so that it knows everything and tells me immediately when I want to know where I'd put my keys or a vacation polaroid I took in 1987 but last seen in 2005",Entertainment,,storage,"2015-12-27 20:07:17",1,0
778,130,"home occupant","my bread machine to start automatically and be ready in the morning","I can have bread for breakfast",Other,breadmaker,bread,"2015-12-27 20:08:10",1,0
779,131,"home owner","my thermostat to set itself to my ideal temperature when it detects my present","I can relax knowing the thermostat is not too high or low, and just right for my comfort.",Energy,,"thermostat, Airconditioner","2015-12-27 20:09:44",1,0
780,130,homemaker,"my robotic vacuum cleaner to start automatically twice a week","my house is not dusty",Other,"household chores","vacuum cleaner","2015-12-27 20:09:55",1,0
781,129,"home occupant","my windows to detect sound waves","so that it will cancel them out with sound waves created by deforming itself",Energy,,"windows sound","2015-12-27 20:11:06",1,0
782,131,occupant,"all devices in my office, that I need for work, to turn on at a specific time","I don't need to go through the process of turning everything on and off when I need to work.",Energy,,"appliances, productivity","2015-12-27 20:11:27",1,0
783,130,homemaker,"my swimming pool to clean itself on a periodic basis","it is always clean",Health,"Household chores","swimming pool","2015-12-27 20:12:28",1,0
784,131,"home owner","my lights and tvs to turn on automatically when I am not home, and it detects an intruder","the intruder will think that there is someone home, and it's not safe to break into my home.",Safety,,"Burglary, home protection","2015-12-27 20:13:15",1,0
785,131,husband,"my bathtub to automatically fill, and set itself to hot temperature and add a bubble bath solution at the push of a button.","when i am being romantic with my wife, we can head to the tub, without the need for interruption.",Entertainment,,"romance, mood","2015-12-27 20:14:57",1,0
786,130,"home occupant","a voice activated warning when the energy cost is more than certain amount","I can tell everyone to be careful with their use of energy",Energy,,"Energy cost","2015-12-27 20:15:37",1,0
787,131,"home owner","A lawn mower device to automatically cut my grass when it detects it is above a certain height, similar to a roomba vacuum robot.","I can relax and focus on the things that are important, like cooking and eating with my family.",Energy,,"Lawn, maintenance","2015-12-27 20:16:57",1,0
788,130,driver,"my smart home to tell me when my car needs gasoline","I will not run out of gasoline",Other,"car maintenance",cars,"2015-12-27 20:18:14",1,0
789,131,"home owner","an automated cleaning device to get my pool ready when it detects the temperature outside is becoming warm, and automatically test the Ph of the water and apply the necessary chemicals.","When I come home from work, I can hop into the pool with my family without having to spend hours cleaning it before hand.",Energy,,"Pool, summer, maintenance","2015-12-27 20:18:34",1,0
790,130,"home occupant","my smart home to inform me when my favorite ice cream is almost gone","I buy more ice cream",Other,food,"ice cream","2015-12-27 20:20:50",1,0
791,131,"home owner","a refrigerator and freezer that automatically lets me know when food is about to expire and provides me recipes based on what I have in the fridge and freezer.","I don't have to struggle trying to think about something I can make for dinner that is on hand, and worry about not having a certain ingredient.",Health,,"food, health, cooking","2015-12-27 20:21:18",1,0
792,131,cook,"a pantry and cabinets that keep track of my current stock of food, and let me know when I am running low and possibly even order some automatically through a service like amazon for me when I run out.","I will always have the necessary pantry items for breakfast, lunch, and dinner, and have less to worry about when I head to the grocery store for fresh items.",Health,,"food, groceries, shopping","2015-12-27 20:22:53",1,0
793,131,occupant,"a coffee machine that automatically knows how many people are in my house, and prepare the proper portion of coffee for those people","there is enough coffee for everyone right when we wake up in the morning.",Health,,"Coffee, automation, breakfast, morning","2015-12-27 20:24:46",1,0
794,130,"home occupant","my alarm system turns on and off automatically at preset times","I do not forget to turn on the alarm at night",Safety,"household appliance","Alarm system","2015-12-27 20:25:07",1,0
795,131,occupant,"An all in one device that is capable of washing, drying, and folding my clothes","I can worry about spending more time with my family, and having to worry about more things to do when I get home from work.",Energy,,"Laundry, Automation, chores","2015-12-27 20:26:34",1,0
796,132,parent,"My home to be able to monitor time spent per room in my home","I can better monitor my family and their activity habits so that I can form a more cohesive family.",Entertainment,,family,"2015-12-27 22:35:34",1,0
797,132,"home owner","To be alerted when certain groceries are used","I can automate my shopping list",Health,,shopping,"2015-12-27 22:36:32",1,0
798,132,"home owner","My home to alert me to possible damage","I can keep up to date on repairs",Safety,,Repairs,"2015-12-27 22:37:18",1,0
799,132,"home owner","To be able to access my home from away from home","I can keep tabs on what is happening",Safety,,Security,"2015-12-27 22:38:31",1,0
800,132,"home owner","My home to alert me to changing environmental issues","I can keep my family safe",Safety,,Weather,"2015-12-27 22:39:31",1,0
801,132,parent,"My home to alert me to dangerous situations in my surrounding area","I can keep my family safe.",Safety,,,"2015-12-27 22:40:04",1,0
802,132,"pet owner","My home to start the self cleaning litter box for me","I don't have to keep tabs on my cat",Health,,Pets,"2015-12-27 22:41:07",1,0
803,132,cook,"My kitchen to alert me when I leave an appliance on that shouldn't be","I can keep my home safe.",Safety,,Kitchen,"2015-12-27 22:43:10",1,0
804,132,"home owner","My home to alert me to my favorite shows and DVR them for me when I am not home","I don't miss an episode",Entertainment,,Tv,"2015-12-27 22:45:44",1,0
805,132,"home owner","My home to monitor my energy usage","I can better use my energy.",Energy,,Utilities,"2015-12-27 22:47:07",1,0
806,133,"dog owner","the ability to monitor my dog's water bowl","I know when it should be filled",Health,,"dog, money","2015-12-27 23:21:47",1,0
807,133,"flower enthusiast","to have my plants watered regularly","they live for their maximum lifetime",Entertainment,,flowers,"2015-12-27 23:23:25",1,0
808,133,"home owner","lights to automatically turn off when I'm not present","I conserve energy efficiently",Energy,,"lights,automatic","2015-12-27 23:25:12",1,0
809,133,"sports enthusiast","my television to turn on when my favorite sports team plays","I can watch them immediately when they start",Entertainment,,television,"2015-12-27 23:26:49",1,0
810,133,mother,"to be alerted when my child starts crying","I can take care of my child more quickly",Safety,,"mother,baby","2015-12-27 23:28:13",1,0
811,133,"clean freak","doors to shut automatically if I leave them open unattended","I can feel better about the cleanliness of my house",Health,,"door,automatic","2015-12-27 23:29:44",1,0
812,133,"early riser","coffee to be made every morning at 7 AM","I can leave on time",Health,,coffee,"2015-12-27 23:31:41",1,0
813,133,"home owner","my gutters to clean themselves when full","our gutters can be clean more",Health,,home,"2015-12-27 23:33:01",1,0
814,133,"home owner","my external doors to automatically lock after 30 seconds","I can feel safe in my home",Safety,,door,"2015-12-27 23:34:30",1,0
815,133,cook,"my oven to clean itself periodically","I can use it more frequently",Energy,,"oven,automatic","2015-12-27 23:38:21",1,0
817,135,artist,"to be able to play around on softwares between screens around my house","I can work more efficiently",Entertainment,,"art, screens, devices, work","2015-12-27 23:57:19",1,0
818,135,cook,"devices to help me prepare food quickly","i can save prep time",Other,kitchen,"kitchen, meals, prep","2015-12-27 23:58:36",1,0
819,135,"cat owner","a self cleaning litterbox","i don't have to clean it every day",Other,cleaning,"cat, litter, cleaning","2015-12-27 23:59:47",1,0
821,135,"home owner","music that moves with me into the next room","i can enjoy music and still hear it well no matter what i am walking around doing",Entertainment,,music,"2015-12-28 00:01:10",1,0
822,136,"home occupant","to be able to turn off my stoves ","just in case I forgot to turn it off when I left home",Safety,,"stove ","2015-12-28 00:01:21",1,0
824,135,"home owner","a way to switch what i'm watching on one screen to move to another room","i can pick up where i left off on a movie/etc on another device",Entertainment,,"movies, tv","2015-12-28 00:02:10",1,0
826,141,parent,"my kids activities to be monitor with the help of technology ","I can find out his what is wrong with his habits ",Health,,habits,"2015-12-28 00:02:44",1,0
828,142,"home occupant","my pool pump to automatically turn on for a set amount of time that I set","my pool stays clean and I don't waste energy by having the pump on for to long.",Other,pool,"pool, energy","2015-12-28 00:04:01",1,0
829,135,"home owner","a digital way to view my wardrobe and select pieces to make an outfit and have them brought to me","i can pick an outfit more efficently without trying things on endlessly",Other,clothing,"wardrobe, clothing","2015-12-28 00:04:14",1,0
830,141,"home owner","I want My bore well to indicate the water ground  level so that it can pump the water automatically when it is required ","water saving ",Energy,,saving,"2015-12-28 00:04:37",1,0
832,136,"home occupant","to open my garage door ","I can save on time and energy",Other,comfort,"garage door ","2015-12-28 00:05:14",1,0
833,142,"home occupant","my tv to turn on when my selected show are on","I won't miss my favorite shows",Entertainment,,"tv, entertainment","2015-12-28 00:05:29",1,0
834,135,"home owner","something that tracks what my body needs nutrition-wise throughout the day by monitoring me every morning, and can alert me when i might be getting sick","i can better take care of myself",Health,,"nutrition, health","2015-12-28 00:05:35",1,0
836,144,"home occupant","my walls to take the design, color, or pattern of my choosing at any time, selected from my smartphone.","I can easily customize my home.",Other,Aesthetics,"Interior design, decorating","2015-12-28 00:05:59",1,0
837,141,"home owner","to check the purity and quality of my water i use for drinking ","there wont be any health problems",Health,,waterhealth,"2015-12-28 00:06:13",1,0
838,135,"home owner","lights and electronics that sense when i've fallen asleep and adjust automatically","i can save energy",Energy,,"lights, devices","2015-12-28 00:06:22",1,0
839,142,"home occupant","my coffee machine to turn on at 6:45 am","my coffee is ready when I get out of bed.",Health,,"coffee, time, food","2015-12-28 00:06:23",1,0
840,142,"home occupant","an alert to my phone when a package is left on my doorstep","I know to pick it up and will know if it goes missing.",Other,Packages,"alerts, mail, packages","2015-12-28 00:07:12",1,0
841,136,"home occupant","to have wifi coffee machines","I can easily brew coffee with an app",Other,comfort,"coffee machine ","2015-12-28 00:07:19",1,0
842,135,"home owner","doors that open via sensor if my hands are full","i can carry large loads to other rooms more efficiently",Safety,,"home, organizing","2015-12-28 00:07:20",1,0
844,142,"home occupant","my driveway lights to be turned on when sun goes down","when I get home it is safe pulling into my driveway.",Safety,,"lights, driveway","2015-12-28 00:08:11",1,0
845,135,"home owner","a device that can mix cocktails and allows me to choose what i want made","i can entertain better",Entertainment,,"alcohol, entertainment","2015-12-28 00:08:16",1,0
846,141,"home owner","my electricity should be monitored with the help of daily report to my mobile automatically ","i can save energy ",Energy,,"electric energy ","2015-12-28 00:08:24",1,0
847,144,cook,"weekly meal plans to be automatically generated based on my nutritional needs and preferences (as well as those for my family,) and for a shopping list to be generated to obtain needed items","I can always know the best meals to prepare for myself and my family.",Health,Food,"Food preparation, Cooking","2015-12-28 00:08:50",1,0
849,142,"home occupant","an alert when my dog is standing by back door","I know that I need to let them out.",Other,Pets,"pets, alert","2015-12-28 00:09:16",1,0
850,136,"home occupant","to control temperature and spray of my shower","so that I can save on energy costs.",Energy,,"shower, save energy","2015-12-28 00:09:17",1,0
851,145,"home occupant","A big tv in the attic that can move into whatever room I'm in","I could watch tv at any room ",Entertainment,,"Television, entertainment","2015-12-28 00:10:21",1,0
852,144,"home occupant","an inventory to be taken of my groceries and personal items, and a shopping list to be automatically sent to my smartphone.","I always have the items I need, and know when I am running out.",Other,Convenience,"Shopping, Groceries","2015-12-28 00:10:30",1,0
