id,presurvey_question_id,user_id,description,created_at
4781,2,230,"55 or older","2015-12-28 23:11:31"
4782,3,230,"Bachelor degree","2015-12-28 23:11:31"
4783,4,230,business,"2015-12-28 23:11:31"
4784,5,230,No,"2015-12-28 23:11:31"
4785,6,230,Medium,"2015-12-28 23:11:31"
4786,7,230,Medium,"2015-12-28 23:11:31"
4787,8,230,No,"2015-12-28 23:11:32"
4788,9,230,,"2015-12-28 23:11:32"
4789,1,232,Male,"2015-12-28 23:10:54"
4790,2,232,"18 to 24","2015-12-28 23:10:55"
4791,3,232,"Bachelor degree","2015-12-28 23:10:55"
4792,4,232,management,"2015-12-28 23:10:55"
4793,5,232,No,"2015-12-28 23:10:55"
4794,6,232,Medium,"2015-12-28 23:10:55"
4795,7,232,Medium,"2015-12-28 23:10:55"
4796,8,232,Yes,"2015-12-28 23:10:55"
4797,9,232,"i have a smart thermostat","2015-12-28 23:10:55"
4798,1,233,Female,"2015-12-28 23:11:20"
4799,2,233,"25 to 34","2015-12-28 23:11:20"
4800,3,233,"Bachelor degree","2015-12-28 23:11:20"
4801,4,233,,"2015-12-28 23:11:20"
4802,5,233,No,"2015-12-28 23:11:21"
4803,6,233,"Very high","2015-12-28 23:11:21"
4804,7,233,Medium,"2015-12-28 23:11:21"
4805,8,233,No,"2015-12-28 23:11:21"
4806,9,233,,"2015-12-28 23:11:21"
4807,1,235,Male,"2015-12-29 00:32:38"
4808,2,235,"25 to 34","2015-12-29 00:32:38"
4809,3,235,"Some college but no degree","2015-12-29 00:32:38"
4810,4,235,"Computer Science","2015-12-29 00:32:38"
4811,5,235,"Yes; for less than a year","2015-12-29 00:32:38"
4812,6,235,"Very high","2015-12-29 00:32:38"
4813,7,235,"Very high","2015-12-29 00:32:38"
4814,8,235,Yes,"2015-12-29 00:32:38"
4815,9,235,,"2015-12-29 00:32:38"
4816,1,237,Male,"2015-12-29 00:41:19"
4817,2,237,"25 to 34","2015-12-29 00:41:19"
4818,3,237,"Some college but no degree","2015-12-29 00:41:19"
4819,4,237,"cell biology and neuroscience","2015-12-29 00:41:19"
4820,5,237,No,"2015-12-29 00:41:19"
4821,6,237,High,"2015-12-29 00:41:19"
4822,7,237,Medium,"2015-12-29 00:41:19"
4823,8,237,No,"2015-12-29 00:41:19"
4824,9,237,,"2015-12-29 00:41:19"
4825,1,239,Female,"2015-12-29 01:08:27"
4826,2,239,"25 to 34","2015-12-29 01:08:27"
4827,3,239,"Some college but no degree","2015-12-29 01:08:27"
4828,4,239,Psychology,"2015-12-29 01:08:27"
4829,5,239,No,"2015-12-29 01:08:27"
4830,6,239,Medium,"2015-12-29 01:08:27"
4831,7,239,Medium,"2015-12-29 01:08:27"
4832,8,239,Yes,"2015-12-29 01:08:27"
4833,9,239,"We have a smart thermostat.","2015-12-29 01:08:27"
4834,1,240,Male,"2015-12-29 02:51:04"
4835,2,240,"18 to 24","2015-12-29 02:51:04"
4836,3,240,"Some college but no degree","2015-12-29 02:51:04"
4837,4,240,"mechanical engineering","2015-12-29 02:51:04"
4838,5,240,No,"2015-12-29 02:51:04"
4839,6,240,"Very high","2015-12-29 02:51:04"
4840,7,240,"Very high","2015-12-29 02:51:04"
4841,8,240,Yes,"2015-12-29 02:51:04"
4842,9,240,,"2015-12-29 02:51:04"
4843,1,241,Female,"2015-12-29 02:52:01"
4844,2,241,"25 to 34","2015-12-29 02:52:01"
4845,3,241,"Bachelor degree","2015-12-29 02:52:01"
4846,4,241,Finance,"2015-12-29 02:52:01"
4847,5,241,No,"2015-12-29 02:52:01"
4848,6,241,Medium,"2015-12-29 02:52:01"
4849,7,241,High,"2015-12-29 02:52:01"
4850,8,241,Yes,"2015-12-29 02:52:01"
4851,9,241,"Regarding Smart HOmes, smart cities, and internet. This is about convergence of techonology","2015-12-29 02:52:01"
4852,1,242,Female,"2015-12-29 02:50:51"
4853,2,242,"25 to 34","2015-12-29 02:50:51"
4854,3,242,"High school degree or equivalent (e.g., GED)","2015-12-29 02:50:51"
4855,4,242,,"2015-12-29 02:50:52"
4856,5,242,No,"2015-12-29 02:50:52"
4857,6,242,"Very high","2015-12-29 02:50:52"
4858,7,242,High,"2015-12-29 02:50:52"
4859,8,242,Yes,"2015-12-29 02:50:52"
4860,9,242,,"2015-12-29 02:50:52"
4861,1,246,Female,"2015-12-29 02:53:37"
4862,2,246,"25 to 34","2015-12-29 02:53:37"
4863,3,246,"Some college but no degree","2015-12-29 02:53:37"
4864,4,246,Accounting,"2015-12-29 02:53:37"
4865,5,246,No,"2015-12-29 02:53:38"
4866,6,246,High,"2015-12-29 02:53:38"
4867,7,246,Low,"2015-12-29 02:53:38"
4868,8,246,No,"2015-12-29 02:53:38"
4869,9,246,,"2015-12-29 02:53:38"
4870,1,247,Male,"2015-12-29 02:51:56"
4871,2,247,"35 to 45","2015-12-29 02:51:56"
4872,3,247,"High school degree or equivalent (e.g., GED)","2015-12-29 02:51:56"
4873,4,247,,"2015-12-29 02:51:56"
4874,5,247,No,"2015-12-29 02:51:56"
4875,6,247,Medium,"2015-12-29 02:51:56"
4876,7,247,Medium,"2015-12-29 02:51:56"
4877,8,247,No,"2015-12-29 02:51:56"
4878,9,247,,"2015-12-29 02:51:56"
4879,1,251,Male,"2015-12-29 02:53:00"
4880,2,251,"25 to 34","2015-12-29 02:53:01"
4881,3,251,"Bachelor degree","2015-12-29 02:53:01"
4882,4,251,,"2015-12-29 02:53:01"
4883,5,251,"Yes; for one to five years","2015-12-29 02:53:01"
4884,6,251,Medium,"2015-12-29 02:53:01"
4885,7,251,Medium,"2015-12-29 02:53:01"
4886,8,251,No,"2015-12-29 02:53:01"
4887,9,251,,"2015-12-29 02:53:01"
4888,1,252,Female,"2015-12-29 02:52:25"
4889,2,252,"25 to 34","2015-12-29 02:52:25"
4890,3,252,"Some college but no degree","2015-12-29 02:52:25"
4891,4,252,"medical transcriptio ","2015-12-29 02:52:25"
4892,5,252,"Yes; for less than a year","2015-12-29 02:52:25"
4893,6,252,High,"2015-12-29 02:52:25"
4894,7,252,High,"2015-12-29 02:52:25"
4895,8,252,No,"2015-12-29 02:52:25"
4896,9,252,,"2015-12-29 02:52:25"
4897,1,254,Female,"2015-12-29 02:52:14"
4898,2,254,"35 to 45","2015-12-29 02:52:14"
4899,3,254,"Bachelor degree","2015-12-29 02:52:14"
4900,4,254,accounting,"2015-12-29 02:52:14"
4901,5,254,No,"2015-12-29 02:52:14"
4902,6,254,Low,"2015-12-29 02:52:14"
4903,7,254,Low,"2015-12-29 02:52:15"
4904,8,254,No,"2015-12-29 02:52:15"
4905,9,254,,"2015-12-29 02:52:15"
4906,1,256,Female,"2015-12-29 02:52:31"
4907,2,256,"18 to 24","2015-12-29 02:52:31"
4908,3,256,"Bachelor degree","2015-12-29 02:52:31"
4909,4,256,Neuroscience,"2015-12-29 02:52:31"
4910,5,256,No,"2015-12-29 02:52:31"
4911,6,256,Low,"2015-12-29 02:52:31"
4912,7,256,Medium,"2015-12-29 02:52:31"
4913,8,256,No,"2015-12-29 02:52:31"
4914,9,256,,"2015-12-29 02:52:32"
4915,1,258,Male,"2015-12-29 02:52:56"
4916,2,258,"25 to 34","2015-12-29 02:52:56"
4917,3,258,"Some college but no degree","2015-12-29 02:52:56"
4918,4,258,,"2015-12-29 02:52:56"
4919,5,258,"Yes; for less than a year","2015-12-29 02:52:56"
4920,6,258,High,"2015-12-29 02:52:56"
4921,7,258,Medium,"2015-12-29 02:52:56"
4922,8,258,No,"2015-12-29 02:52:56"
4923,9,258,,"2015-12-29 02:52:56"
4924,1,259,Male,"2015-12-29 02:55:14"
4925,2,259,"35 to 45","2015-12-29 02:55:15"
4926,3,259,"High school degree or equivalent (e.g., GED)","2015-12-29 02:55:15"
4927,4,259,,"2015-12-29 02:55:15"
4928,5,259,No,"2015-12-29 02:55:15"
4929,6,259,Medium,"2015-12-29 02:55:15"
4930,7,259,High,"2015-12-29 02:55:15"
4931,8,259,Yes,"2015-12-29 02:55:15"
4932,9,259,,"2015-12-29 02:55:15"
4933,1,261,Female,"2015-12-29 02:56:41"
4934,2,261,"25 to 34","2015-12-29 02:56:41"
4935,3,261,"Graduate degree","2015-12-29 02:56:41"
4936,4,261,"computer science","2015-12-29 02:56:41"
4937,5,261,"Yes; for one to five years","2015-12-29 02:56:41"
4938,6,261,High,"2015-12-29 02:56:41"
4939,7,261,High,"2015-12-29 02:56:41"
4940,8,261,Yes,"2015-12-29 02:56:41"
4941,9,261,"am very interested in using smart home technologies","2015-12-29 02:56:41"
4942,1,262,Male,"2015-12-29 02:57:51"
4943,2,262,"45 to 54","2015-12-29 02:57:51"
4944,3,262,"Some college but no degree","2015-12-29 02:57:51"
4945,4,262,"English Literature","2015-12-29 02:57:51"
4946,5,262,No,"2015-12-29 02:57:51"
4947,6,262,High,"2015-12-29 02:57:51"
4948,7,262,Medium,"2015-12-29 02:57:51"
4949,8,262,No,"2015-12-29 02:57:51"
4950,9,262,,"2015-12-29 02:57:52"
4951,1,263,Male,"2015-12-29 02:59:14"
4952,2,263,"18 to 24","2015-12-29 02:59:14"
4953,3,263,"Bachelor degree","2015-12-29 02:59:14"
4954,4,263,"Computer Science","2015-12-29 02:59:14"
4955,5,263,"Yes; for less than a year","2015-12-29 02:59:14"
4956,6,263,High,"2015-12-29 02:59:14"
4957,7,263,High,"2015-12-29 02:59:14"
4958,8,263,No,"2015-12-29 02:59:14"
4959,9,263,,"2015-12-29 02:59:14"
4960,1,264,Male,"2015-12-29 03:00:39"
4961,2,264,"25 to 34","2015-12-29 03:00:39"
4962,3,264,"Graduate degree","2015-12-29 03:00:39"
4963,4,264,Computers,"2015-12-29 03:00:39"
4964,5,264,"Yes; for more than five years","2015-12-29 03:00:39"
4965,6,264,High,"2015-12-29 03:00:39"
4966,7,264,High,"2015-12-29 03:00:39"
4967,8,264,Yes,"2015-12-29 03:00:39"
4968,9,264,,"2015-12-29 03:00:39"
4969,1,270,Male,"2015-12-29 03:23:57"
4970,2,270,"35 to 45","2015-12-29 03:23:57"
4971,3,270,"Bachelor degree","2015-12-29 03:23:57"
4972,4,270,Mathametics,"2015-12-29 03:23:57"
4973,5,270,"Yes; for one to five years","2015-12-29 03:23:57"
4974,6,270,Medium,"2015-12-29 03:23:57"
4975,7,270,High,"2015-12-29 03:23:57"
4976,8,270,Yes,"2015-12-29 03:23:57"
4977,9,270,,"2015-12-29 03:23:57"
4978,1,271,Male,"2015-12-29 03:24:10"
4979,2,271,"25 to 34","2015-12-29 03:24:10"
4980,3,271,"Bachelor degree","2015-12-29 03:24:10"
4981,4,271,,"2015-12-29 03:24:10"
4982,5,271,"Yes; for one to five years","2015-12-29 03:24:10"
4983,6,271,High,"2015-12-29 03:24:10"
4984,7,271,High,"2015-12-29 03:24:10"
4985,8,271,Yes,"2015-12-29 03:24:10"
4986,9,271,,"2015-12-29 03:24:10"
4987,1,273,Male,"2015-12-29 03:28:14"
4988,2,273,"25 to 34","2015-12-29 03:28:14"
4989,3,273,"Graduate degree","2015-12-29 03:28:14"
4990,4,273,economics,"2015-12-29 03:28:14"
4991,5,273,No,"2015-12-29 03:28:14"
4992,6,273,Medium,"2015-12-29 03:28:14"
4993,7,273,Medium,"2015-12-29 03:28:14"
4994,8,273,No,"2015-12-29 03:28:14"
4995,9,273,,"2015-12-29 03:28:14"
4996,1,274,Male,"2015-12-29 03:29:09"
4997,2,274,"35 to 45","2015-12-29 03:29:09"
4998,3,274,"Bachelor degree","2015-12-29 03:29:09"
4999,4,274,ANTHROPOLOGY,"2015-12-29 03:29:09"
5000,5,274,No,"2015-12-29 03:29:09"
5001,6,274,Medium,"2015-12-29 03:29:09"
5002,7,274,High,"2015-12-29 03:29:10"
5003,8,274,"Not sure","2015-12-29 03:29:10"
5004,9,274,,"2015-12-29 03:29:10"
5005,1,276,Male,"2015-12-29 03:59:59"
5006,2,276,"18 to 24","2015-12-29 03:59:59"
5007,3,276,"Some college but no degree","2015-12-29 03:59:59"
5008,4,276,"Computer Science","2015-12-29 03:59:59"
5009,5,276,No,"2015-12-29 03:59:59"
5010,6,276,Low,"2015-12-29 03:59:59"
5011,7,276,Low,"2015-12-29 03:59:59"
5012,8,276,No,"2015-12-29 03:59:59"
5013,9,276,,"2015-12-29 03:59:59"
5014,1,279,Male,"2015-12-29 04:26:52"
5015,2,279,"35 to 45","2015-12-29 04:26:52"
5016,3,279,"High school degree or equivalent (e.g., GED)","2015-12-29 04:26:52"
5017,4,279,,"2015-12-29 04:26:52"
5018,5,279,No,"2015-12-29 04:26:52"
5019,6,279,"Very low","2015-12-29 04:26:52"
5020,7,279,Medium,"2015-12-29 04:26:52"
5021,8,279,"Not sure","2015-12-29 04:26:52"
5022,9,279,,"2015-12-29 04:26:52"
5023,1,280,Male,"2015-12-29 04:43:41"
5024,2,280,"25 to 34","2015-12-29 04:43:41"
5025,3,280,"Graduate degree","2015-12-29 04:43:41"
5026,4,280,"computer science","2015-12-29 04:43:41"
5027,5,280,"Yes; for less than a year","2015-12-29 04:43:41"
5028,6,280,Medium,"2015-12-29 04:43:41"
5029,7,280,High,"2015-12-29 04:43:41"
5030,8,280,"Not sure","2015-12-29 04:43:41"
5031,9,280,,"2015-12-29 04:43:41"
5032,1,281,Female,"2015-12-29 04:49:27"
5033,2,281,"25 to 34","2015-12-29 04:49:27"
5034,3,281,"Some college but no degree","2015-12-29 04:49:27"
5035,4,281,Business,"2015-12-29 04:49:27"
5036,5,281,No,"2015-12-29 04:49:27"
5037,6,281,"Very low","2015-12-29 04:49:27"
5038,7,281,"Very low","2015-12-29 04:49:27"
5039,8,281,"Not sure","2015-12-29 04:49:28"
5040,9,281,"I am not sure if I have any devices that are considered ""smart"" devices.","2015-12-29 04:49:28"
5041,1,283,Male,"2015-12-29 05:07:20"
5042,2,283,"25 to 34","2015-12-29 05:07:20"
5043,3,283,"Bachelor degree","2015-12-29 05:07:20"
5044,4,283,"Mechanical Engineering","2015-12-29 05:07:20"
5045,5,283,"Yes; for one to five years","2015-12-29 05:07:21"
5046,6,283,Medium,"2015-12-29 05:07:21"
5047,7,283,Medium,"2015-12-29 05:07:21"
5048,8,283,Yes,"2015-12-29 05:07:21"
5049,9,283,"everything sure","2015-12-29 05:07:21"
5050,1,284,Female,"2015-12-29 05:36:26"
5051,2,284,"25 to 34","2015-12-29 05:36:26"
5052,3,284,"Some college but no degree","2015-12-29 05:36:26"
5053,4,284,Nursing,"2015-12-29 05:36:26"
5054,5,284,"Yes; for one to five years","2015-12-29 05:36:26"
5055,6,284,Medium,"2015-12-29 05:36:26"
5056,7,284,Medium,"2015-12-29 05:36:26"
5057,8,284,No,"2015-12-29 05:36:26"
5058,9,284,,"2015-12-29 05:36:26"
5059,1,286,Female,"2015-12-29 11:31:03"
5060,2,286,"35 to 45","2015-12-29 11:31:03"
5061,3,286,"Graduate degree","2015-12-29 11:31:03"
5062,4,286,MBA,"2015-12-29 11:31:03"
5063,5,286,"Yes; for more than five years","2015-12-29 11:31:03"
5064,6,286,Medium,"2015-12-29 11:31:03"
5065,7,286,Medium,"2015-12-29 11:31:03"
5066,8,286,No,"2015-12-29 11:31:03"
5067,9,286,,"2015-12-29 11:31:03"
5068,1,287,Female,"2015-12-29 11:27:00"
5069,2,287,"35 to 45","2015-12-29 11:27:00"
5070,3,287,"Some college but no degree","2015-12-29 11:27:00"
5071,4,287,english,"2015-12-29 11:27:00"
5072,5,287,No,"2015-12-29 11:27:00"
5073,6,287,High,"2015-12-29 11:27:00"
5074,7,287,High,"2015-12-29 11:27:00"
5075,8,287,Yes,"2015-12-29 11:27:00"
5076,9,287,,"2015-12-29 11:27:00"
5077,1,289,Female,"2015-12-29 11:27:46"
5078,2,289,"18 to 24","2015-12-29 11:27:46"
5079,3,289,"Some college but no degree","2015-12-29 11:27:47"
5080,4,289,"Graphic Design","2015-12-29 11:27:47"
5081,5,289,No,"2015-12-29 11:27:47"
5082,6,289,Medium,"2015-12-29 11:27:47"
5083,7,289,Medium,"2015-12-29 11:27:47"
5084,8,289,No,"2015-12-29 11:27:47"
5085,9,289,,"2015-12-29 11:27:47"
5086,1,290,Male,"2015-12-29 11:28:19"
5087,2,290,"25 to 34","2015-12-29 11:28:19"
5088,3,290,"High school degree or equivalent (e.g., GED)","2015-12-29 11:28:19"
5089,4,290,,"2015-12-29 11:28:19"
5090,5,290,No,"2015-12-29 11:28:19"
5091,6,290,Medium,"2015-12-29 11:28:19"
5092,7,290,Low,"2015-12-29 11:28:19"
5093,8,290,"Not sure","2015-12-29 11:28:19"
5094,9,290,,"2015-12-29 11:28:19"
5095,1,293,Male,"2015-12-29 11:32:22"
5096,2,293,"25 to 34","2015-12-29 11:32:22"
5097,3,293,"High school degree or equivalent (e.g., GED)","2015-12-29 11:32:22"
5098,4,293,,"2015-12-29 11:32:22"
5099,5,293,No,"2015-12-29 11:32:22"
5100,6,293,High,"2015-12-29 11:32:22"
5101,7,293,Medium,"2015-12-29 11:32:22"
5102,8,293,No,"2015-12-29 11:32:22"
5103,9,293,,"2015-12-29 11:32:22"
5104,1,294,Female,"2015-12-29 11:34:45"
5105,2,294,"25 to 34","2015-12-29 11:34:45"
5106,3,294,"Bachelor degree","2015-12-29 11:34:45"
5107,4,294,"Fine Arts","2015-12-29 11:34:45"
5108,5,294,No,"2015-12-29 11:34:45"
5109,6,294,Low,"2015-12-29 11:34:45"
5110,7,294,Low,"2015-12-29 11:34:45"
5111,8,294,No,"2015-12-29 11:34:45"
5112,9,294,,"2015-12-29 11:34:45"
5113,1,296,Male,"2015-12-29 11:45:20"
5114,2,296,"18 to 24","2015-12-29 11:45:20"
5115,3,296,"Graduate degree","2015-12-29 11:45:21"
5116,4,296,"Computer engineer","2015-12-29 11:45:21"
5117,5,296,"Yes; for one to five years","2015-12-29 11:45:21"
5118,6,296,"Very high","2015-12-29 11:45:21"
5119,7,296,"Very high","2015-12-29 11:45:21"
5120,8,296,No,"2015-12-29 11:45:21"
5121,9,296,,"2015-12-29 11:45:21"
5122,1,297,Female,"2015-12-29 11:47:12"
5123,2,297,"25 to 34","2015-12-29 11:47:12"
5124,3,297,"Bachelor degree","2015-12-29 11:47:12"
5125,4,297,"Environmental Science","2015-12-29 11:47:12"
5126,5,297,No,"2015-12-29 11:47:12"
5127,6,297,"Very low","2015-12-29 11:47:12"
5128,7,297,"Very low","2015-12-29 11:47:12"
5129,8,297,No,"2015-12-29 11:47:12"
5130,9,297,,"2015-12-29 11:47:12"
5131,1,299,Female,"2015-12-29 11:55:27"
5132,2,299,"35 to 45","2015-12-29 11:55:27"
5133,3,299,"Graduate degree","2015-12-29 11:55:27"
5134,4,299,Psychology,"2015-12-29 11:55:27"
5135,5,299,No,"2015-12-29 11:55:27"
5136,6,299,Medium,"2015-12-29 11:55:27"
5137,7,299,Low,"2015-12-29 11:55:27"
5138,8,299,No,"2015-12-29 11:55:27"
5139,9,299,,"2015-12-29 11:55:27"
5140,1,301,Male,"2015-12-29 12:04:04"
5141,2,301,"25 to 34","2015-12-29 12:04:04"
5142,3,301,"Graduate degree","2015-12-29 12:04:04"
5143,4,301,business,"2015-12-29 12:04:04"
5144,5,301,"Yes; for more than five years","2015-12-29 12:04:04"
5145,6,301,Low,"2015-12-29 12:04:04"
5146,7,301,Low,"2015-12-29 12:04:04"
5147,8,301,No,"2015-12-29 12:04:04"
5148,9,301,,"2015-12-29 12:04:04"
5149,1,302,Male,"2015-12-29 12:22:00"
5150,2,302,"25 to 34","2015-12-29 12:22:00"
5151,3,302,"High school degree or equivalent (e.g., GED)","2015-12-29 12:22:00"
5152,4,302,,"2015-12-29 12:22:00"
5153,5,302,No,"2015-12-29 12:22:00"
5154,6,302,High,"2015-12-29 12:22:00"
5155,7,302,"Very low","2015-12-29 12:22:00"
5156,8,302,No,"2015-12-29 12:22:00"
5157,9,302,,"2015-12-29 12:22:01"
5158,1,304,Male,"2015-12-29 12:36:10"
5159,2,304,"25 to 34","2015-12-29 12:36:10"
5160,3,304,"High school degree or equivalent (e.g., GED)","2015-12-29 12:36:10"
5161,4,304,,"2015-12-29 12:36:11"
5162,5,304,No,"2015-12-29 12:36:11"
5163,6,304,"Very low","2015-12-29 12:36:11"
5164,7,304,Low,"2015-12-29 12:36:11"
5165,8,304,No,"2015-12-29 12:36:11"
5166,9,304,,"2015-12-29 12:36:11"
5167,1,306,Male,"2015-12-29 12:49:07"
5168,2,306,"25 to 34","2015-12-29 12:49:07"
5169,3,306,"High school degree or equivalent (e.g., GED)","2015-12-29 12:49:07"
5170,4,306,,"2015-12-29 12:49:07"
5171,5,306,No,"2015-12-29 12:49:07"
5172,6,306,Low,"2015-12-29 12:49:07"
5173,7,306,Low,"2015-12-29 12:49:07"
5174,8,306,No,"2015-12-29 12:49:07"
5175,9,306,,"2015-12-29 12:49:07"
5176,1,308,Female,"2015-12-29 13:08:31"
5177,2,308,"18 to 24","2015-12-29 13:08:31"
5178,3,308,"Bachelor degree","2015-12-29 13:08:31"
5179,4,308,"English Literature, Japanese, and Global Studies","2015-12-29 13:08:31"
5180,5,308,No,"2015-12-29 13:08:31"
5181,6,308,High,"2015-12-29 13:08:31"
5182,7,308,High,"2015-12-29 13:08:31"
5183,8,308,No,"2015-12-29 13:08:31"
5184,9,308,,"2015-12-29 13:08:31"
5185,1,309,Male,"2015-12-29 13:09:06"
5186,2,309,"25 to 34","2015-12-29 13:09:06"
5187,3,309,"High school degree or equivalent (e.g., GED)","2015-12-29 13:09:06"
5188,4,309,,"2015-12-29 13:09:06"
5189,5,309,No,"2015-12-29 13:09:06"
5190,6,309,Medium,"2015-12-29 13:09:06"
5191,7,309,Medium,"2015-12-29 13:09:07"
5192,8,309,Yes,"2015-12-29 13:09:07"
5193,9,309,,"2015-12-29 13:09:07"
5194,1,311,Male,"2015-12-29 14:27:28"
5195,2,311,"45 to 54","2015-12-29 14:27:28"
5196,3,311,"Graduate degree","2015-12-29 14:27:28"
5197,4,311,Law,"2015-12-29 14:27:28"
5198,5,311,No,"2015-12-29 14:27:29"
5199,6,311,Medium,"2015-12-29 14:27:29"
5200,7,311,Medium,"2015-12-29 14:27:29"
5201,8,311,No,"2015-12-29 14:27:29"
5202,9,311,,"2015-12-29 14:27:29"
5203,1,312,Male,"2015-12-29 14:43:07"
5204,2,312,"25 to 34","2015-12-29 14:43:08"
5205,3,312,"Bachelor degree","2015-12-29 14:43:08"
5206,4,312,"Social Work","2015-12-29 14:43:08"
5207,5,312,No,"2015-12-29 14:43:08"
5208,6,312,Medium,"2015-12-29 14:43:08"
5209,7,312,Low,"2015-12-29 14:43:08"
5210,8,312,No,"2015-12-29 14:43:08"
5211,9,312,,"2015-12-29 14:43:08"
5212,1,313,Male,"2015-12-29 15:35:38"
5213,2,313,"35 to 45","2015-12-29 15:35:38"
5214,3,313,"Bachelor degree","2015-12-29 15:35:38"
5215,4,313,"Industrial Engineering","2015-12-29 15:35:39"
5216,5,313,"Yes; for one to five years","2015-12-29 15:35:39"
5217,6,313,"Very high","2015-12-29 15:35:39"
5218,7,313,"Very high","2015-12-29 15:35:39"
5219,8,313,No,"2015-12-29 15:35:39"
5220,9,313,,"2015-12-29 15:35:39"
5221,1,316,Female,"2015-12-29 16:10:29"
5222,2,316,"35 to 45","2015-12-29 16:10:29"
5223,3,316,"Some college but no degree","2015-12-29 16:10:29"
5224,4,316,AA,"2015-12-29 16:10:29"
5225,5,316,No,"2015-12-29 16:10:30"
5226,6,316,Medium,"2015-12-29 16:10:30"
5227,7,316,Low,"2015-12-29 16:10:30"
5228,8,316,No,"2015-12-29 16:10:30"
5229,9,316,n/a,"2015-12-29 16:10:30"
5230,1,320,Female,"2015-12-29 17:13:59"
5231,2,320,"25 to 34","2015-12-29 17:13:59"
5232,3,320,"Bachelor degree","2015-12-29 17:13:59"
5233,4,320,Philosophy,"2015-12-29 17:13:59"
5234,5,320,No,"2015-12-29 17:13:59"
5235,6,320,Medium,"2015-12-29 17:13:59"
5236,7,320,Medium,"2015-12-29 17:13:59"
5237,8,320,No,"2015-12-29 17:13:59"
5238,9,320,,"2015-12-29 17:13:59"
5239,1,322,Female,"2015-12-29 17:15:50"
5240,2,322,"55 or older","2015-12-29 17:15:50"
5241,3,322,"Graduate degree","2015-12-29 17:15:50"
5242,4,322,politics,"2015-12-29 17:15:50"
5243,5,322,No,"2015-12-29 17:15:50"
5244,6,322,Low,"2015-12-29 17:15:51"
5245,7,322,"Very low","2015-12-29 17:15:51"
5246,8,322,No,"2015-12-29 17:15:51"
5247,9,322,,"2015-12-29 17:15:51"
5248,1,325,Female,"2015-12-29 17:15:42"
5249,2,325,"25 to 34","2015-12-29 17:15:42"
5250,3,325,"Bachelor degree","2015-12-29 17:15:42"
5251,4,325,"Visual Art","2015-12-29 17:15:42"
5252,5,325,No,"2015-12-29 17:15:42"
5253,6,325,Low,"2015-12-29 17:15:42"
5254,7,325,"Very low","2015-12-29 17:15:42"
5255,8,325,No,"2015-12-29 17:15:42"
5256,9,325,,"2015-12-29 17:15:43"
5257,1,326,Male,"2015-12-29 17:16:52"
5258,2,326,"35 to 45","2015-12-29 17:16:52"
5259,3,326,"Bachelor degree","2015-12-29 17:16:53"
5260,4,326,"Business Management","2015-12-29 17:16:53"
5261,5,326,No,"2015-12-29 17:16:53"
5262,6,326,Medium,"2015-12-29 17:16:53"
5263,7,326,Low,"2015-12-29 17:16:53"
5264,8,326,"Not sure","2015-12-29 17:16:53"
5265,9,326,"I have a programmable thermostat","2015-12-29 17:16:53"
5266,1,327,Male,"2015-12-29 17:16:16"
5267,2,327,"35 to 45","2015-12-29 17:16:16"
5268,3,327,"Graduate degree","2015-12-29 17:16:16"
5269,4,327,"law, business","2015-12-29 17:16:16"
5270,5,327,No,"2015-12-29 17:16:16"
5271,6,327,Medium,"2015-12-29 17:16:16"
5272,7,327,Medium,"2015-12-29 17:16:16"
5273,8,327,No,"2015-12-29 17:16:16"
5274,9,327,,"2015-12-29 17:16:16"
5275,1,331,Female,"2015-12-29 17:18:07"
5276,2,331,"25 to 34","2015-12-29 17:18:07"
5277,3,331,"Some college but no degree","2015-12-29 17:18:07"
5278,4,331,"Computer Science","2015-12-29 17:18:07"
5279,5,331,No,"2015-12-29 17:18:07"
5280,6,331,High,"2015-12-29 17:18:07"
5281,7,331,Medium,"2015-12-29 17:18:07"
5282,8,331,No,"2015-12-29 17:18:07"
5283,9,331,,"2015-12-29 17:18:07"
5284,1,334,Female,"2015-12-29 17:29:04"
5285,2,334,"55 or older","2015-12-29 17:29:04"
5286,3,334,"High school degree or equivalent (e.g., GED)","2015-12-29 17:29:04"
5287,4,334,n/a,"2015-12-29 17:29:04"
5288,5,334,No,"2015-12-29 17:29:04"
5289,6,334,Medium,"2015-12-29 17:29:04"
5290,7,334,Medium,"2015-12-29 17:29:04"
5291,8,334,Yes,"2015-12-29 17:29:04"
5292,9,334,"Home security system","2015-12-29 17:29:04"
5293,1,335,Male,"2015-12-29 17:31:19"
5294,2,335,"25 to 34","2015-12-29 17:31:19"
5295,3,335,"Some college but no degree","2015-12-29 17:31:19"
5296,4,335,"Computer Engineering ","2015-12-29 17:31:19"
5297,5,335,"Yes; for less than a year","2015-12-29 17:31:19"
5298,6,335,High,"2015-12-29 17:31:19"
5299,7,335,Medium,"2015-12-29 17:31:19"
5300,8,335,Yes,"2015-12-29 17:31:19"
5301,9,335,,"2015-12-29 17:31:19"
5302,1,337,Female,"2015-12-29 17:41:33"
5303,2,337,"25 to 34","2015-12-29 17:41:33"
5304,3,337,"Bachelor degree","2015-12-29 17:41:33"
5305,4,337,Business,"2015-12-29 17:41:33"
5306,5,337,"Yes; for one to five years","2015-12-29 17:41:34"
5307,6,337,Medium,"2015-12-29 17:41:34"
5308,7,337,Medium,"2015-12-29 17:41:34"
