id,personality_question_id,user_id,description,created_at
9230,4,145,3,"2015-12-28 00:05:59"
9231,5,145,3,"2015-12-28 00:05:59"
9232,6,145,3,"2015-12-28 00:05:59"
9233,7,145,2,"2015-12-28 00:05:59"
9234,8,145,3,"2015-12-28 00:05:59"
9235,9,145,3,"2015-12-28 00:05:59"
9236,10,145,4,"2015-12-28 00:05:59"
9237,11,145,2,"2015-12-28 00:05:59"
9238,12,145,4,"2015-12-28 00:05:59"
9239,13,145,3,"2015-12-28 00:05:59"
9240,14,145,3,"2015-12-28 00:05:59"
9241,15,145,3,"2015-12-28 00:05:59"
9242,16,145,3,"2015-12-28 00:05:59"
9243,17,145,2,"2015-12-28 00:05:59"
9244,18,145,2,"2015-12-28 00:05:59"
9245,19,145,1,"2015-12-28 00:05:59"
9246,20,145,2,"2015-12-28 00:05:59"
9247,1,146,2,"2015-12-28 00:08:54"
9248,2,146,5,"2015-12-28 00:08:54"
9249,3,146,5,"2015-12-28 00:08:54"
9250,4,146,2,"2015-12-28 00:08:54"
9251,5,146,5,"2015-12-28 00:08:54"
9252,6,146,3,"2015-12-28 00:08:54"
9253,7,146,1,"2015-12-28 00:08:54"
9254,8,146,2,"2015-12-28 00:08:55"
9255,9,146,4,"2015-12-28 00:08:55"
9256,10,146,2,"2015-12-28 00:08:55"
9257,11,146,3,"2015-12-28 00:08:55"
9258,12,146,4,"2015-12-28 00:08:55"
9259,13,146,4,"2015-12-28 00:08:55"
9260,14,146,1,"2015-12-28 00:08:55"
9261,15,146,3,"2015-12-28 00:08:55"
9262,16,146,4,"2015-12-28 00:08:55"
9263,17,146,2,"2015-12-28 00:08:55"
9264,18,146,2,"2015-12-28 00:08:55"
9265,19,146,4,"2015-12-28 00:08:55"
9266,20,146,1,"2015-12-28 00:08:55"
9267,1,147,1,"2015-12-28 00:14:40"
9268,2,147,4,"2015-12-28 00:14:40"
9269,3,147,5,"2015-12-28 00:14:40"
9270,4,147,2,"2015-12-28 00:14:40"
9271,5,147,3,"2015-12-28 00:14:40"
9272,6,147,5,"2015-12-28 00:14:40"
9273,7,147,4,"2015-12-28 00:14:40"
9274,8,147,2,"2015-12-28 00:14:40"
9275,9,147,5,"2015-12-28 00:14:40"
9276,10,147,2,"2015-12-28 00:14:41"
9277,11,147,3,"2015-12-28 00:14:41"
9278,12,147,5,"2015-12-28 00:14:41"
9279,13,147,1,"2015-12-28 00:14:41"
9280,14,147,2,"2015-12-28 00:14:41"
9281,15,147,4,"2015-12-28 00:14:41"
9282,16,147,3,"2015-12-28 00:14:41"
9283,17,147,4,"2015-12-28 00:14:41"
9284,18,147,2,"2015-12-28 00:14:41"
9285,19,147,2,"2015-12-28 00:14:41"
9286,20,147,4,"2015-12-28 00:14:41"
9287,1,150,4,"2015-12-28 00:24:56"
9288,2,150,4,"2015-12-28 00:24:56"
9289,3,150,5,"2015-12-28 00:24:56"
9290,4,150,1,"2015-12-28 00:24:56"
9291,5,150,5,"2015-12-28 00:24:56"
9292,6,150,2,"2015-12-28 00:24:56"
9293,7,150,1,"2015-12-28 00:24:56"
9294,8,150,1,"2015-12-28 00:24:56"
9295,9,150,5,"2015-12-28 00:24:56"
9296,10,150,1,"2015-12-28 00:24:56"
9297,11,150,5,"2015-12-28 00:24:56"
9298,12,150,5,"2015-12-28 00:24:56"
9299,13,150,5,"2015-12-28 00:24:56"
9300,14,150,1,"2015-12-28 00:24:56"
9301,15,150,1,"2015-12-28 00:24:56"
9302,16,150,2,"2015-12-28 00:24:56"
9303,17,150,1,"2015-12-28 00:24:56"
9304,18,150,1,"2015-12-28 00:24:56"
9305,19,150,5,"2015-12-28 00:24:57"
9306,20,150,1,"2015-12-28 00:24:57"
9307,1,151,4,"2015-12-28 00:30:22"
9308,2,151,4,"2015-12-28 00:30:22"
9309,3,151,3,"2015-12-28 00:30:22"
9310,4,151,3,"2015-12-28 00:30:22"
9311,5,151,3,"2015-12-28 00:30:22"
9312,6,151,4,"2015-12-28 00:30:22"
9313,7,151,1,"2015-12-28 00:30:22"
9314,8,151,1,"2015-12-28 00:30:22"
9315,9,151,1,"2015-12-28 00:30:23"
9316,10,151,1,"2015-12-28 00:30:23"
9317,11,151,3,"2015-12-28 00:30:23"
9318,12,151,5,"2015-12-28 00:30:23"
9319,13,151,2,"2015-12-28 00:30:23"
9320,14,151,1,"2015-12-28 00:30:23"
9321,15,151,1,"2015-12-28 00:30:23"
9322,16,151,3,"2015-12-28 00:30:23"
9323,17,151,1,"2015-12-28 00:30:23"
9324,18,151,3,"2015-12-28 00:30:23"
9325,19,151,1,"2015-12-28 00:30:23"
9326,20,151,1,"2015-12-28 00:30:23"
9327,1,152,4,"2015-12-28 00:30:48"
9328,2,152,5,"2015-12-28 00:30:48"
9329,3,152,3,"2015-12-28 00:30:48"
9330,4,152,3,"2015-12-28 00:30:48"
9331,5,152,5,"2015-12-28 00:30:48"
9332,6,152,3,"2015-12-28 00:30:48"
9333,7,152,1,"2015-12-28 00:30:48"
9334,8,152,3,"2015-12-28 00:30:48"
9335,9,152,2,"2015-12-28 00:30:48"
9336,10,152,1,"2015-12-28 00:30:48"
9337,11,152,1,"2015-12-28 00:30:48"
9338,12,152,4,"2015-12-28 00:30:48"
9339,13,152,2,"2015-12-28 00:30:48"
9340,14,152,2,"2015-12-28 00:30:48"
9341,15,152,2,"2015-12-28 00:30:48"
9342,16,152,4,"2015-12-28 00:30:48"
9343,17,152,2,"2015-12-28 00:30:48"
9344,18,152,4,"2015-12-28 00:30:48"
9345,19,152,1,"2015-12-28 00:30:48"
9346,20,152,1,"2015-12-28 00:30:49"
9347,1,154,3,"2015-12-28 01:38:22"
9348,2,154,4,"2015-12-28 01:38:22"
9349,3,154,2,"2015-12-28 01:38:22"
9350,4,154,3,"2015-12-28 01:38:22"
9351,5,154,4,"2015-12-28 01:38:22"
9352,6,154,2,"2015-12-28 01:38:22"
9353,7,154,4,"2015-12-28 01:38:22"
9354,8,154,3,"2015-12-28 01:38:23"
9355,9,154,4,"2015-12-28 01:38:23"
9356,10,154,5,"2015-12-28 01:38:23"
9357,11,154,4,"2015-12-28 01:38:23"
9358,12,154,3,"2015-12-28 01:38:23"
9359,13,154,4,"2015-12-28 01:38:23"
9360,14,154,2,"2015-12-28 01:38:23"
9361,15,154,4,"2015-12-28 01:38:23"
9362,16,154,3,"2015-12-28 01:38:23"
9363,17,154,4,"2015-12-28 01:38:23"
9364,18,154,5,"2015-12-28 01:38:23"
9365,19,154,4,"2015-12-28 01:38:23"
9366,20,154,1,"2015-12-28 01:38:23"
9367,1,155,4,"2015-12-28 02:02:33"
9368,2,155,5,"2015-12-28 02:02:33"
9369,3,155,5,"2015-12-28 02:02:33"
9370,4,155,1,"2015-12-28 02:02:33"
9371,5,155,4,"2015-12-28 02:02:33"
9372,6,155,1,"2015-12-28 02:02:33"
9373,7,155,1,"2015-12-28 02:02:33"
9374,8,155,1,"2015-12-28 02:02:33"
9375,9,155,4,"2015-12-28 02:02:33"
9376,10,155,1,"2015-12-28 02:02:33"
9377,11,155,4,"2015-12-28 02:02:33"
9378,12,155,5,"2015-12-28 02:02:33"
9379,13,155,4,"2015-12-28 02:02:33"
9380,14,155,1,"2015-12-28 02:02:33"
9381,15,155,1,"2015-12-28 02:02:33"
9382,16,155,1,"2015-12-28 02:02:33"
9383,17,155,1,"2015-12-28 02:02:33"
9384,18,155,1,"2015-12-28 02:02:33"
9385,19,155,5,"2015-12-28 02:02:33"
9386,20,155,1,"2015-12-28 02:02:34"
9387,1,156,4,"2015-12-28 02:55:16"
9388,2,156,5,"2015-12-28 02:55:17"
9389,3,156,5,"2015-12-28 02:55:17"
9390,4,156,1,"2015-12-28 02:55:17"
9391,5,156,4,"2015-12-28 02:55:17"
9392,6,156,1,"2015-12-28 02:55:17"
9393,7,156,1,"2015-12-28 02:55:17"
9394,8,156,1,"2015-12-28 02:55:17"
9395,9,156,4,"2015-12-28 02:55:17"
9396,10,156,1,"2015-12-28 02:55:17"
9397,11,156,4,"2015-12-28 02:55:17"
9398,12,156,5,"2015-12-28 02:55:17"
9399,13,156,4,"2015-12-28 02:55:17"
9400,14,156,1,"2015-12-28 02:55:17"
9401,15,156,1,"2015-12-28 02:55:17"
9402,16,156,1,"2015-12-28 02:55:17"
9403,17,156,1,"2015-12-28 02:55:17"
9404,18,156,1,"2015-12-28 02:55:17"
9405,19,156,4,"2015-12-28 02:55:17"
9406,20,156,1,"2015-12-28 02:55:17"
9407,1,157,3,"2015-12-28 02:55:38"
9408,2,157,5,"2015-12-28 02:55:38"
9409,3,157,2,"2015-12-28 02:55:38"
9410,4,157,3,"2015-12-28 02:55:38"
9411,5,157,5,"2015-12-28 02:55:38"
9412,6,157,2,"2015-12-28 02:55:38"
9413,7,157,1,"2015-12-28 02:55:39"
9414,8,157,4,"2015-12-28 02:55:39"
9415,9,157,3,"2015-12-28 02:55:39"
9416,10,157,1,"2015-12-28 02:55:39"
9417,11,157,4,"2015-12-28 02:55:39"
9418,12,157,5,"2015-12-28 02:55:39"
9419,13,157,2,"2015-12-28 02:55:39"
9420,14,157,3,"2015-12-28 02:55:39"
9421,15,157,1,"2015-12-28 02:55:39"
9422,16,157,2,"2015-12-28 02:55:39"
9423,17,157,1,"2015-12-28 02:55:39"
9424,18,157,3,"2015-12-28 02:55:39"
9425,19,157,2,"2015-12-28 02:55:39"
9426,20,157,1,"2015-12-28 02:55:39"
9427,1,158,4,"2015-12-28 02:57:12"
9428,2,158,5,"2015-12-28 02:57:12"
9429,3,158,4,"2015-12-28 02:57:12"
9430,4,158,2,"2015-12-28 02:57:12"
9431,5,158,3,"2015-12-28 02:57:12"
9432,6,158,2,"2015-12-28 02:57:12"
9433,7,158,2,"2015-12-28 02:57:12"
9434,8,158,2,"2015-12-28 02:57:12"
9435,9,158,4,"2015-12-28 02:57:12"
9436,10,158,2,"2015-12-28 02:57:12"
9437,11,158,4,"2015-12-28 02:57:12"
9438,12,158,4,"2015-12-28 02:57:12"
9439,13,158,5,"2015-12-28 02:57:12"
9440,14,158,1,"2015-12-28 02:57:12"
9441,15,158,4,"2015-12-28 02:57:12"
9442,16,158,1,"2015-12-28 02:57:12"
9443,17,158,1,"2015-12-28 02:57:12"
9444,18,158,4,"2015-12-28 02:57:12"
9445,19,158,2,"2015-12-28 02:57:12"
9446,20,158,1,"2015-12-28 02:57:12"
9447,1,159,1,"2015-12-28 03:19:47"
9448,2,159,5,"2015-12-28 03:19:48"
9449,3,159,5,"2015-12-28 03:19:48"
9450,4,159,1,"2015-12-28 03:19:48"
9451,5,159,5,"2015-12-28 03:19:48"
9452,6,159,3,"2015-12-28 03:19:48"
9453,7,159,1,"2015-12-28 03:19:48"
9454,8,159,1,"2015-12-28 03:19:48"
9455,9,159,1,"2015-12-28 03:19:48"
9456,10,159,5,"2015-12-28 03:19:48"
9457,11,159,1,"2015-12-28 03:19:48"
9458,12,159,4,"2015-12-28 03:19:48"
9459,13,159,4,"2015-12-28 03:19:48"
9460,14,159,2,"2015-12-28 03:19:48"
9461,15,159,5,"2015-12-28 03:19:48"
9462,16,159,4,"2015-12-28 03:19:48"
9463,17,159,1,"2015-12-28 03:19:48"
9464,18,159,2,"2015-12-28 03:19:48"
9465,19,159,1,"2015-12-28 03:19:48"
9466,20,159,1,"2015-12-28 03:19:48"
9467,1,160,1,"2015-12-28 03:09:08"
9468,2,160,2,"2015-12-28 03:09:08"
9469,3,160,4,"2015-12-28 03:09:08"
9470,4,160,1,"2015-12-28 03:09:08"
9471,5,160,2,"2015-12-28 03:09:08"
9472,6,160,4,"2015-12-28 03:09:08"
9473,7,160,5,"2015-12-28 03:09:08"
9474,8,160,1,"2015-12-28 03:09:08"
9475,9,160,5,"2015-12-28 03:09:08"
9476,10,160,3,"2015-12-28 03:09:08"
9477,11,160,1,"2015-12-28 03:09:08"
9478,12,160,1,"2015-12-28 03:09:08"
9479,13,160,4,"2015-12-28 03:09:08"
9480,14,160,3,"2015-12-28 03:09:08"
9481,15,160,2,"2015-12-28 03:09:08"
9482,16,160,5,"2015-12-28 03:09:08"
9483,17,160,5,"2015-12-28 03:09:08"
9484,18,160,1,"2015-12-28 03:09:09"
9485,19,160,3,"2015-12-28 03:09:09"
9486,20,160,3,"2015-12-28 03:09:09"
9487,1,162,4,"2015-12-28 04:14:49"
9488,2,162,4,"2015-12-28 04:14:50"
9489,3,162,3,"2015-12-28 04:14:50"
9490,4,162,4,"2015-12-28 04:14:50"
9491,5,162,4,"2015-12-28 04:14:50"
9492,6,162,1,"2015-12-28 04:14:50"
9493,7,162,2,"2015-12-28 04:14:50"
9494,8,162,3,"2015-12-28 04:14:50"
9495,9,162,3,"2015-12-28 04:14:50"
9496,10,162,3,"2015-12-28 04:14:50"
9497,11,162,4,"2015-12-28 04:14:50"
9498,12,162,4,"2015-12-28 04:14:50"
9499,13,162,5,"2015-12-28 04:14:50"
9500,14,162,3,"2015-12-28 04:14:50"
9501,15,162,2,"2015-12-28 04:14:50"
9502,16,162,2,"2015-12-28 04:14:50"
9503,17,162,2,"2015-12-28 04:14:50"
9504,18,162,2,"2015-12-28 04:14:50"
9505,19,162,2,"2015-12-28 04:14:50"
9506,20,162,1,"2015-12-28 04:14:50"
9507,1,166,2,"2015-12-28 11:56:53"
9508,2,166,5,"2015-12-28 11:56:53"
9509,3,166,5,"2015-12-28 11:56:53"
9510,4,166,1,"2015-12-28 11:56:53"
9511,5,166,5,"2015-12-28 11:56:53"
9512,6,166,1,"2015-12-28 11:56:53"
9513,7,166,1,"2015-12-28 11:56:53"
9514,8,166,1,"2015-12-28 11:56:53"
9515,9,166,5,"2015-12-28 11:56:53"
9516,10,166,1,"2015-12-28 11:56:53"
9517,11,166,4,"2015-12-28 11:56:53"
9518,12,166,4,"2015-12-28 11:56:53"
9519,13,166,4,"2015-12-28 11:56:54"
9520,14,166,1,"2015-12-28 11:56:54"
9521,15,166,1,"2015-12-28 11:56:54"
9522,16,166,1,"2015-12-28 11:56:54"
9523,17,166,1,"2015-12-28 11:56:54"
9524,18,166,1,"2015-12-28 11:56:54"
9525,19,166,5,"2015-12-28 11:56:54"
9526,20,166,1,"2015-12-28 11:56:54"
9527,1,167,1,"2015-12-28 11:37:00"
9528,2,167,5,"2015-12-28 11:37:00"
9529,3,167,4,"2015-12-28 11:37:01"
9530,4,167,4,"2015-12-28 11:37:01"
9531,5,167,4,"2015-12-28 11:37:01"
9532,6,167,4,"2015-12-28 11:37:01"
9533,7,167,1,"2015-12-28 11:37:01"
9534,8,167,1,"2015-12-28 11:37:01"
9535,9,167,2,"2015-12-28 11:37:01"
9536,10,167,1,"2015-12-28 11:37:01"
9537,11,167,1,"2015-12-28 11:37:01"
9538,12,167,5,"2015-12-28 11:37:01"
9539,13,167,1,"2015-12-28 11:37:01"
9540,14,167,4,"2015-12-28 11:37:01"
9541,15,167,2,"2015-12-28 11:37:01"
9542,16,167,4,"2015-12-28 11:37:01"
9543,17,167,1,"2015-12-28 11:37:01"
9544,18,167,5,"2015-12-28 11:37:01"
9545,19,167,1,"2015-12-28 11:37:01"
9546,20,167,4,"2015-12-28 11:37:01"
9547,1,168,2,"2015-12-28 12:05:57"
9548,2,168,4,"2015-12-28 12:05:57"
9549,3,168,3,"2015-12-28 12:05:57"
9550,4,168,1,"2015-12-28 12:05:57"
9551,5,168,4,"2015-12-28 12:05:57"
9552,6,168,3,"2015-12-28 12:05:57"
9553,7,168,2,"2015-12-28 12:05:58"
9554,8,168,3,"2015-12-28 12:05:58"
9555,9,168,4,"2015-12-28 12:05:58"
9556,10,168,2,"2015-12-28 12:05:58"
9557,11,168,3,"2015-12-28 12:05:58"
9558,12,168,3,"2015-12-28 12:05:58"
9559,13,168,3,"2015-12-28 12:05:58"
9560,14,168,1,"2015-12-28 12:05:58"
9561,15,168,1,"2015-12-28 12:05:58"
9562,16,168,3,"2015-12-28 12:05:58"
9563,17,168,2,"2015-12-28 12:05:58"
9564,18,168,3,"2015-12-28 12:05:58"
9565,19,168,4,"2015-12-28 12:05:58"
9566,20,168,2,"2015-12-28 12:05:58"
9567,1,169,3,"2015-12-28 11:39:43"
9568,2,169,4,"2015-12-28 11:39:43"
9569,3,169,2,"2015-12-28 11:39:44"
9570,4,169,2,"2015-12-28 11:39:44"
9571,5,169,5,"2015-12-28 11:39:44"
9572,6,169,2,"2015-12-28 11:39:44"
9573,7,169,5,"2015-12-28 11:39:44"
9574,8,169,2,"2015-12-28 11:39:44"
9575,9,169,3,"2015-12-28 11:39:44"
9576,10,169,1,"2015-12-28 11:39:44"
9577,11,169,3,"2015-12-28 11:39:44"
9578,12,169,4,"2015-12-28 11:39:44"
9579,13,169,4,"2015-12-28 11:39:44"
9580,14,169,2,"2015-12-28 11:39:44"
9581,15,169,2,"2015-12-28 11:39:44"
9582,16,169,3,"2015-12-28 11:39:44"
9583,17,169,1,"2015-12-28 11:39:44"
9584,18,169,1,"2015-12-28 11:39:44"
9585,19,169,3,"2015-12-28 11:39:44"
9586,20,169,1,"2015-12-28 11:39:44"
9587,1,170,1,"2015-12-28 11:43:29"
9588,2,170,3,"2015-12-28 11:43:29"
9589,3,170,3,"2015-12-28 11:43:29"
9590,4,170,4,"2015-12-28 11:43:29"
9591,5,170,3,"2015-12-28 11:43:29"
9592,6,170,5,"2015-12-28 11:43:29"
9593,7,170,3,"2015-12-28 11:43:29"
9594,8,170,2,"2015-12-28 11:43:29"
9595,9,170,2,"2015-12-28 11:43:29"
9596,10,170,3,"2015-12-28 11:43:29"
9597,11,170,1,"2015-12-28 11:43:29"
9598,12,170,2,"2015-12-28 11:43:29"
9599,13,170,4,"2015-12-28 11:43:29"
9600,14,170,3,"2015-12-28 11:43:29"
9601,15,170,2,"2015-12-28 11:43:29"
9602,16,170,5,"2015-12-28 11:43:29"
9603,17,170,2,"2015-12-28 11:43:29"
9604,18,170,2,"2015-12-28 11:43:29"
9605,19,170,2,"2015-12-28 11:43:29"
9606,20,170,2,"2015-12-28 11:43:29"
9607,1,173,2,"2015-12-28 11:49:29"
9608,2,173,5,"2015-12-28 11:49:29"
9609,3,173,4,"2015-12-28 11:49:29"
9610,4,173,1,"2015-12-28 11:49:29"
9611,5,173,4,"2015-12-28 11:49:30"
9612,6,173,2,"2015-12-28 11:49:30"
9613,7,173,1,"2015-12-28 11:49:30"
9614,8,173,1,"2015-12-28 11:49:30"
9615,9,173,3,"2015-12-28 11:49:30"
9616,10,173,2,"2015-12-28 11:49:30"
9617,11,173,4,"2015-12-28 11:49:30"
9618,12,173,5,"2015-12-28 11:49:30"
9619,13,173,4,"2015-12-28 11:49:30"
9620,14,173,2,"2015-12-28 11:49:30"
9621,15,173,2,"2015-12-28 11:49:30"
9622,16,173,3,"2015-12-28 11:49:30"
9623,17,173,1,"2015-12-28 11:49:30"
9624,18,173,1,"2015-12-28 11:49:30"
9625,19,173,3,"2015-12-28 11:49:30"
9626,20,173,2,"2015-12-28 11:49:30"
9627,1,174,3,"2015-12-28 12:04:34"
9628,2,174,5,"2015-12-28 12:04:34"
9629,3,174,5,"2015-12-28 12:04:34"
9630,4,174,1,"2015-12-28 12:04:34"
9631,5,174,5,"2015-12-28 12:04:34"
9632,6,174,3,"2015-12-28 12:04:34"
9633,7,174,1,"2015-12-28 12:04:34"
9634,8,174,1,"2015-12-28 12:04:34"
9635,9,174,5,"2015-12-28 12:04:34"
9636,10,174,1,"2015-12-28 12:04:34"
9637,11,174,3,"2015-12-28 12:04:34"
9638,12,174,5,"2015-12-28 12:04:34"
9639,13,174,5,"2015-12-28 12:04:34"
9640,14,174,1,"2015-12-28 12:04:34"
9641,15,174,1,"2015-12-28 12:04:34"
9642,16,174,3,"2015-12-28 12:04:34"
9643,17,174,1,"2015-12-28 12:04:34"
9644,18,174,1,"2015-12-28 12:04:34"
9645,19,174,5,"2015-12-28 12:04:34"
9646,20,174,1,"2015-12-28 12:04:34"
9647,1,175,3,"2015-12-28 12:11:57"
9648,2,175,5,"2015-12-28 12:11:57"
9649,3,175,2,"2015-12-28 12:11:57"
9650,4,175,1,"2015-12-28 12:11:57"
9651,5,175,5,"2015-12-28 12:11:57"
9652,6,175,3,"2015-12-28 12:11:57"
9653,7,175,3,"2015-12-28 12:11:57"
9654,8,175,3,"2015-12-28 12:11:57"
9655,9,175,3,"2015-12-28 12:11:57"
9656,10,175,2,"2015-12-28 12:11:57"
9657,11,175,3,"2015-12-28 12:11:57"
9658,12,175,3,"2015-12-28 12:11:57"
9659,13,175,4,"2015-12-28 12:11:57"
9660,14,175,1,"2015-12-28 12:11:58"
9661,15,175,2,"2015-12-28 12:11:58"
9662,16,175,3,"2015-12-28 12:11:58"
9663,17,175,3,"2015-12-28 12:11:58"
9664,18,175,3,"2015-12-28 12:11:58"
9665,19,175,2,"2015-12-28 12:11:58"
9666,20,175,1,"2015-12-28 12:11:58"
9667,1,176,2,"2015-12-28 12:11:31"
9668,2,176,5,"2015-12-28 12:11:31"
9669,3,176,2,"2015-12-28 12:11:31"
9670,4,176,1,"2015-12-28 12:11:31"
9671,5,176,4,"2015-12-28 12:11:31"
9672,6,176,4,"2015-12-28 12:11:31"
9673,7,176,3,"2015-12-28 12:11:31"
9674,8,176,2,"2015-12-28 12:11:31"
9675,9,176,5,"2015-12-28 12:11:31"
9676,10,176,1,"2015-12-28 12:11:31"
9677,11,176,1,"2015-12-28 12:11:32"
9678,12,176,3,"2015-12-28 12:11:32"
9679,13,176,3,"2015-12-28 12:11:32"
9680,14,176,2,"2015-12-28 12:11:32"
9681,15,176,1,"2015-12-28 12:11:32"
9682,16,176,1,"2015-12-28 12:11:32"
9683,17,176,3,"2015-12-28 12:11:32"
9684,18,176,3,"2015-12-28 12:11:32"
9685,19,176,4,"2015-12-28 12:11:32"
9686,20,176,1,"2015-12-28 12:11:32"
9687,1,177,3,"2015-12-28 12:17:58"
9688,2,177,4,"2015-12-28 12:17:58"
9689,3,177,3,"2015-12-28 12:17:58"
9690,4,177,2,"2015-12-28 12:17:58"
9691,5,177,4,"2015-12-28 12:17:58"
9692,6,177,2,"2015-12-28 12:17:59"
9693,7,177,4,"2015-12-28 12:17:59"
9694,8,177,1,"2015-12-28 12:17:59"
9695,9,177,4,"2015-12-28 12:17:59"
9696,10,177,1,"2015-12-28 12:17:59"
9697,11,177,4,"2015-12-28 12:17:59"
9698,12,177,4,"2015-12-28 12:17:59"
9699,13,177,3,"2015-12-28 12:17:59"
9700,14,177,1,"2015-12-28 12:17:59"
9701,15,177,1,"2015-12-28 12:17:59"
9702,16,177,3,"2015-12-28 12:17:59"
9703,17,177,1,"2015-12-28 12:17:59"
9704,18,177,1,"2015-12-28 12:17:59"
9705,19,177,2,"2015-12-28 12:17:59"
9706,20,177,1,"2015-12-28 12:17:59"
9707,1,181,2,"2015-12-28 12:53:26"
9708,2,181,4,"2015-12-28 12:53:26"
9709,3,181,5,"2015-12-28 12:53:26"
9710,4,181,2,"2015-12-28 12:53:27"
9711,5,181,4,"2015-12-28 12:53:27"
9712,6,181,2,"2015-12-28 12:53:27"
9713,7,181,2,"2015-12-28 12:53:27"
9714,8,181,2,"2015-12-28 12:53:27"
9715,9,181,4,"2015-12-28 12:53:27"
9716,10,181,2,"2015-12-28 12:53:27"
9717,11,181,4,"2015-12-28 12:53:27"
9718,12,181,4,"2015-12-28 12:53:27"
9719,13,181,5,"2015-12-28 12:53:27"
9720,14,181,2,"2015-12-28 12:53:27"
9721,15,181,3,"2015-12-28 12:53:27"
9722,16,181,2,"2015-12-28 12:53:27"
9723,17,181,2,"2015-12-28 12:53:27"
9724,18,181,2,"2015-12-28 12:53:27"
9725,19,181,4,"2015-12-28 12:53:27"
9726,20,181,2,"2015-12-28 12:53:27"
9727,1,182,4,"2015-12-28 13:12:46"
9728,2,182,4,"2015-12-28 13:12:46"
9729,3,182,3,"2015-12-28 13:12:46"
9730,4,182,4,"2015-12-28 13:12:46"
9731,5,182,4,"2015-12-28 13:12:46"
9732,6,182,5,"2015-12-28 13:12:46"
9733,7,182,3,"2015-12-28 13:12:46"
9734,8,182,3,"2015-12-28 13:12:46"
9735,9,182,4,"2015-12-28 13:12:46"
9736,10,182,4,"2015-12-28 13:12:46"
9737,11,182,5,"2015-12-28 13:12:46"
9738,12,182,4,"2015-12-28 13:12:46"
9739,13,182,4,"2015-12-28 13:12:46"
9740,14,182,3,"2015-12-28 13:12:46"
9741,15,182,4,"2015-12-28 13:12:46"
9742,16,182,4,"2015-12-28 13:12:46"
9743,17,182,2,"2015-12-28 13:12:46"
9744,18,182,2,"2015-12-28 13:12:46"
9745,19,182,4,"2015-12-28 13:12:46"
9746,20,182,3,"2015-12-28 13:12:46"
9747,1,184,1,"2015-12-28 13:35:16"
9748,2,184,4,"2015-12-28 13:35:17"
9749,3,184,4,"2015-12-28 13:35:17"
9750,4,184,2,"2015-12-28 13:35:17"
9751,5,184,1,"2015-12-28 13:35:17"
9752,6,184,4,"2015-12-28 13:35:17"
9753,7,184,4,"2015-12-28 13:35:17"
9754,8,184,3,"2015-12-28 13:35:17"
9755,9,184,4,"2015-12-28 13:35:17"
9756,10,184,3,"2015-12-28 13:35:17"
9757,11,184,3,"2015-12-28 13:35:17"
9758,12,184,5,"2015-12-28 13:35:17"
9759,13,184,5,"2015-12-28 13:35:17"
9760,14,184,2,"2015-12-28 13:35:17"
9761,15,184,3,"2015-12-28 13:35:17"
9762,16,184,4,"2015-12-28 13:35:17"
9763,17,184,4,"2015-12-28 13:35:17"
9764,18,184,2,"2015-12-28 13:35:17"
9765,19,184,4,"2015-12-28 13:35:17"
9766,20,184,1,"2015-12-28 13:35:17"
9767,1,185,1,"2015-12-28 13:44:53"
9768,2,185,5,"2015-12-28 13:44:54"
9769,3,185,3,"2015-12-28 13:44:54"
9770,4,185,3,"2015-12-28 13:44:54"
9771,5,185,5,"2015-12-28 13:44:54"
9772,6,185,5,"2015-12-28 13:44:54"
9773,7,185,5,"2015-12-28 13:44:54"
9774,8,185,1,"2015-12-28 13:44:54"
9775,9,185,5,"2015-12-28 13:44:54"
9776,10,185,4,"2015-12-28 13:44:54"
9777,11,185,1,"2015-12-28 13:44:54"
9778,12,185,4,"2015-12-28 13:44:54"
9779,13,185,4,"2015-12-28 13:44:54"
9780,14,185,3,"2015-12-28 13:44:54"
9781,15,185,1,"2015-12-28 13:44:54"
9782,16,185,5,"2015-12-28 13:44:54"
9783,17,185,5,"2015-12-28 13:44:54"
9784,18,185,3,"2015-12-28 13:44:54"
9785,19,185,3,"2015-12-28 13:44:54"
9786,20,185,4,"2015-12-28 13:44:54"
9787,1,188,4,"2015-12-28 14:33:31"
9788,2,188,3,"2015-12-28 14:33:31"
9789,3,188,4,"2015-12-28 14:33:31"
9790,4,188,4,"2015-12-28 14:33:31"
9791,5,188,4,"2015-12-28 14:33:31"
9792,6,188,3,"2015-12-28 14:33:31"
9793,7,188,4,"2015-12-28 14:33:31"
9794,8,188,3,"2015-12-28 14:33:31"
9795,9,188,1,"2015-12-28 14:33:31"
9796,10,188,3,"2015-12-28 14:33:31"
9797,11,188,1,"2015-12-28 14:33:31"
9798,12,188,3,"2015-12-28 14:33:31"
9799,13,188,4,"2015-12-28 14:33:31"
9800,14,188,3,"2015-12-28 14:33:31"
9801,15,188,4,"2015-12-28 14:33:31"
9802,16,188,3,"2015-12-28 14:33:32"
9803,17,188,4,"2015-12-28 14:33:32"
9804,18,188,3,"2015-12-28 14:33:32"
9805,19,188,2,"2015-12-28 14:33:32"
9806,20,188,4,"2015-12-28 14:33:32"
9807,1,190,3,"2015-12-28 15:12:44"
9808,2,190,4,"2015-12-28 15:12:44"
9809,3,190,4,"2015-12-28 15:12:44"
9810,4,190,3,"2015-12-28 15:12:44"
9811,5,190,5,"2015-12-28 15:12:44"
